UNITID,Institution Name,City,State,ZIP,County,Latitude,Longitude,Distance from KC (mi),Tier,Tier Label,Sector,Control,Level,Institution Category,Institution Size,Degree-Granting,Locale,HBCU,Status,CBSA,Website,Address
179326,Southwest Baptist University,Bolivar,MO,65613-2596,Polk County,37.602425,-93.407056,121.4,4,Statewide Reach (100-150 mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","1,000 - 4,999",Degree-granting,Town: Distant,No,Active,44180,www.sbuniv.edu/,1600 University Ave
179548,Stephens College,Columbia,MO,65215,Boone County,38.95204,-92.319204,121.7,4,Statewide Reach (100-150 mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","Under 1,000",Degree-granting,City: Midsize,No,Active,17860,https://www.stephens.edu/,1200 E Broadway
155450,Labette Community College,Parsons,KS,67357-4201,Labette County,37.339062,-95.255368,127.1,4,Statewide Reach (100-150 mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","1,000 - 4,999",Degree-granting,Town: Remote,No,Active,-2,www.labette.edu/,200 South 14th Street
177834,A T Still University of Health Sciences,Kirksville,MO,63501,Adair County,40.193648,-92.589183,130.1,4,Statewide Reach (100-150 mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, graduate with no undergraduate","1,000 - 4,999",Degree-granting,Town: Remote,No,Active,28860,www.atsu.edu/,800 W Jefferson
178615,Truman State University,Kirksville,MO,63501-4221,Adair County,40.188267,-92.581658,130.2,4,Statewide Reach (100-150 mi),"Public, 4-year or above",Public,Four-year or above,"Degree-granting, primarily baccalaureate or above","1,000 - 4,999",Degree-granting,Town: Remote,No,Active,28860,https://www.truman.edu/,100 E Normal Avenue
417628,Kirksville Area Technical Center,Kirksville,MO,63501,Adair County,40.18649,-92.565103,130.8,4,Statewide Reach (100-150 mi),"Public, less-than 2-year",Public,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Town: Remote,No,Active,28860,https://www.kirksville.k12.mo.us/o/katc,1103 S Cottage Grove
178077,Missouri College of Cosmetology and Esthetics,Jefferson City,MO,65109,Cole County,38.571057,-92.198801,133.2,4,Statewide Reach (100-150 mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,City: Small,No,Active,27620,merrelluniversity.edu/,1753 Woodclift Dr.
481049,Carthage R9 School District-Carthage Technical Center,Carthage,MO,64836-1332,Jasper County,37.173927,-94.30087,133.9,4,Statewide Reach (100-150 mi),"Public, less-than 2-year",Public,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Town: Fringe,No,Active,27900,ctc.carthagetigers.org/,609 S River Street
177940,Lincoln University,Jefferson City,MO,65101,Cole County,38.564431,-92.166724,135.0,4,Statewide Reach (100-150 mi),"Public, 4-year or above",Public,Four-year or above,"Degree-granting, primarily baccalaureate or above","1,000 - 4,999",Degree-granting,City: Small,Yes,Active,27620,https://www.lincolnu.edu/,820 Chestnut Street
481517,SPBK Enterprises Inc,Webb City,MO,64870-2502,Jasper County,37.140007,-94.473433,135.5,4,Statewide Reach (100-150 mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Suburb: Small,No,Active,27900,www.citypointebeauty.com/,501 South Madison Street
178679,Ozark Christian College,Joplin,MO,64801,Jasper County,37.103172,-94.510622,138.0,4,Statewide Reach (100-150 mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","Under 1,000",Degree-granting,City: Small,No,Active,27900,www.occ.edu/,1111 N Main St
178341,Missouri Southern State University,Joplin,MO,64801-1595,Jasper County,37.095155,-94.461689,138.7,4,Statewide Reach (100-150 mi),"Public, 4-year or above",Public,Four-year or above,"Degree-granting, primarily baccalaureate or above","1,000 - 4,999",Degree-granting,City: Small,No,Active,27900,www.mssu.edu/,3950 E. Newman Road
419280,New Dimensions School of Hair Design,Joplin,MO,64801-5017,Jasper County,37.085286,-94.509389,139.2,4,Statewide Reach (100-150 mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,City: Small,No,Active,27900,newdimensionsschoolofhairdesign.com/,621 Kentucky Ave.
409120,Franklin Technology Center Adult Education,Joplin,MO,64801,Jasper County,37.082409,-94.516401,139.4,4,Statewide Reach (100-150 mi),"Public, less-than 2-year",Public,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,City: Small,No,Active,27900,www.franklintechnologycenter.com/,810 S. Wall Avenue
179946,Westminster College,Fulton,MO,65251-1299,Callaway County,38.849354,-91.955273,142.0,4,Statewide Reach (100-150 mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","Under 1,000",Degree-granting,Town: Distant,No,Active,27620,https://www.wcmo.edu/,501 Westminster Ave
179964,William Woods University,Fulton,MO,65251-2388,Callaway County,38.860287,-91.950416,142.1,4,Statewide Reach (100-150 mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","1,000 - 4,999",Degree-granting,Town: Distant,No,Active,27620,https://www.williamwoods.edu/,One University Avenue
155201,Independence Community College,Independence,KS,67301-0708,Montgomery County,37.195614,-95.720518,145.5,4,Statewide Reach (100-150 mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","Under 1,000",Degree-granting,Rural: Fringe,No,Active,-2,www.indycc.edu/,1057 West College Avenue
176664,Mission University,Springfield,MO,65803-3498,Greene County,37.239696,-93.284286,146.5,4,Statewide Reach (100-150 mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","Under 1,000",Degree-granting,City: Midsize,No,Active,44180,www.mission.edu/,628 E Kearney
176770,Cox College,Springfield,MO,65802-1917,Greene County,37.225116,-93.290233,147.2,4,Statewide Reach (100-150 mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","Under 1,000",Degree-granting,City: Midsize,No,Active,44180,https://coxcollege.edu/,1423 N Jefferson
177214,Drury University,Springfield,MO,65802-3791,Greene County,37.219681,-93.286192,147.7,4,Statewide Reach (100-150 mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","1,000 - 4,999",Degree-granting,City: Midsize,No,Active,44180,www.drury.edu/,900 N. Benton Ave
492801,Drury University-College of Continuing Professional Studies,Springfield,MO,65802,Greene County,37.219681,-93.286192,147.7,4,Statewide Reach (100-150 mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, not primarily baccalaureate or above","Under 1,000",Degree-granting,City: Midsize,No,Active,44180,www.drury.edu/go/,900 North Benton Avenue
177472,Ozarks Technical Community College,Springfield,MO,65802,Greene County,37.216479,-93.279985,148.0,4,Statewide Reach (100-150 mi),"Public, 4-year or above",Public,Four-year or above,"Degree-granting, not primarily baccalaureate or above","10,000 - 19,999",Degree-granting,City: Midsize,No,Active,44180,www.otc.edu/,1001 E. Chestnut Expressway
177339,Evangel University,Springfield,MO,65802-2125,Greene County,37.220956,-93.262614,148.2,4,Statewide Reach (100-150 mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","1,000 - 4,999",Degree-granting,City: Midsize,No,Active,44180,www.evangel.edu/,1111 N Glenstone
497824,Evangel University-College of Online Learning,Springfield,MO,65802-2125,Greene County,37.220956,-93.262614,148.2,4,Statewide Reach (100-150 mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","Under 1,000",Degree-granting,City: Midsize,No,Active,44180,https://www.evangel.edu/,1111 North Glenstone Avenue
179566,Missouri State University-Springfield,Springfield,MO,65897,Greene County,37.199258,-93.281281,149.0,4,Statewide Reach (100-150 mi),"Public, 4-year or above",Public,Four-year or above,"Degree-granting, primarily baccalaureate or above","20,000 and above",Degree-granting,City: Midsize,No,Active,44180,www.missouristate.edu/,901 S National Avenue
155973,Tabor College,Hillsboro,KS,67063-1799,Marion County,38.34858,-97.199773,150.5,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","Under 1,000",Degree-granting,Rural: Remote,No,Active,-2,tabor.edu/,400 S Jefferson
455080,Paul Mitchell the School-Springfield,Springfield,MO,65807,Greene County,37.159135,-93.31815,150.6,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,City: Midsize,No,Active,44180,paulmitchell.edu/springfield,3017 S Kansas Expy
493451,WellSpring School of Allied Health-Springfield,Springfield,MO,65807,Greene County,37.158926,-93.317069,150.6,5,Outer MO+KS (150+ mi),"Private for-profit, 2-year",Private for-profit,Two-year,"Degree-granting, associate and certificates","Under 1,000",Degree-granting,City: Midsize,No,Active,44180,www.wellspring.edu/,3033 S Kansas Expressway
451334,Academy of Hair Design-Springfield,Springfield,MO,65804,Greene County,37.180584,-93.261354,150.7,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,City: Midsize,No,Active,44180,aohd.edu/,1834 S Glenstone
482097,Midwest Technical Institute-Missouri,Springfield,MO,65804-4414,Greene County,37.147663,-93.256356,152.8,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,City: Midsize,No,Active,44180,www.midwesttech.edu/,3600 South Glenstone Outer Road
154800,Butler Community College,El Dorado,KS,67042-3280,Butler County,37.806699,-96.882987,153.4,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","5,000 - 9,999",Degree-granting,Town: Distant,No,Active,48620,www.butlercc.edu/,901 S Haverhill Rd
154925,Coffeyville Community College,Coffeyville,KS,67337,Montgomery County,37.033814,-95.621374,153.6,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","1,000 - 4,999",Degree-granting,Town: Remote,No,Active,-2,www.coffeyville.edu/,400 W 11th St
369516,Bryan University,Springfield,MO,65804,Greene County,37.135397,-93.248107,153.8,5,Outer MO+KS (150+ mi),"Private for-profit, 4-year or above",Private for-profit,Four-year or above,"Degree-granting, not primarily baccalaureate or above","Under 1,000",Degree-granting,City: Midsize,No,Active,44180,www.bryanu.edu/,4255 S Nature Center Way
178527,Neosho Beauty College,Neosho,MO,64850-1525,Newton County,36.870562,-94.368636,154.5,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Town: Distant,No,Active,27900,neoshobeautycollege.com/,116 N Wood St
177977,State Technical College of Missouri,Linn,MO,65051-9607,Osage County,38.467699,-91.814259,155.2,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","1,000 - 4,999",Degree-granting,Rural: Distant,No,Active,27620,https://www.statetechmo.edu/,One Technology Drive
365505,Waynesville Career Center,Waynesville,MO,65583,Pulaski County,37.811315,-92.21393,155.9,5,Outer MO+KS (150+ mi),"Public, less-than 2-year",Public,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Town: Remote,No,Active,22780,www.waynesville.k12.mo.us/o/wcc,400 G. W. Lane
477233,Evangel University-James River Assembly of God Church,Ozark,MO,65721-6694,Christian County,37.075963,-93.227055,158.0,5,Outer MO+KS (150+ mi),"Private not-for-profit, 2-year",Private not-for-profit,Two-year,"Degree-granting, associate and certificates","Under 1,000",Degree-granting,Suburb: Large,No,Active,44180,https://www.evangel.edu/,6100 North 19th Street
177135,Crowder College,Neosho,MO,64850,Newton County,36.814906,-94.368315,158.3,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","1,000 - 4,999",Degree-granting,Town: Distant,No,Active,27900,www.crowder.edu/,601 Laclede Ave
417725,Central College of Cosmetology,Saint Robert,MO,65584,Pulaski County,37.806945,-92.142861,159.2,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Town: Remote,No,Active,22780,centralandsalemcolleges.com/,"690 Missouri Avenue ,  Suite #3"
478917,Hays Academy of Hair Design,Salina,KS,67401-0000,Saline County,38.8398,-97.607551,163.7,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Town: Remote,No,Active,41460,haysacademy.com/,115 South 5th Street
155414,Kansas Wesleyan University,Salina,KS,67401-6146,Saline County,38.813795,-97.607973,164.0,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","1,000 - 4,999",Degree-granting,Town: Remote,No,Active,41460,www.kwu.edu/,100 E. Claflin Ave.
154749,Bethel College-North Newton,North Newton,KS,67117-1716,Harvey County,38.075169,-97.343256,165.2,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","Under 1,000",Degree-granting,Town: Distant,No,Active,48620,www.bethelks.edu/,300 E 27th St
155830,Salina Area Technical College,Salina,KS,67401,Saline County,38.793582,-97.636892,165.7,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","1,000 - 4,999",Degree-granting,Town: Remote,No,Active,41460,www.salinatech.edu/,2562 Centennial Road
154907,Cloud County Community College,Concordia,KS,66901-3108,Cloud County,39.554199,-97.664147,167.9,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","1,000 - 4,999",Degree-granting,Rural: Fringe,No,Active,-2,https://www.cloud.edu/,2221 Campus Dr
155177,Hesston College,Hesston,KS,67062-2093,Harvey County,38.134558,-97.433883,167.9,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, not primarily baccalaureate or above","Under 1,000",Degree-granting,Rural: Distant,No,Active,48620,www.hesston.edu/,301 South Main
498766,Sami Halaseh Institute,Andover,KS,67002-8746,Butler County,37.704457,-97.133845,168.6,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Suburb: Large,No,Active,48620,https://www.samihalasehinstitute.com/,"1034 N Andover Rd, Suite A"
498845,Heartland Welding Academy,Andover,KS,67002-9778,Butler County,37.697688,-97.134406,168.9,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Suburb: Large,No,Active,48620,https://www.heartlandweldingacademy.com/,656 North Andover Road
154721,Bethany College,Lindsborg,KS,67456-1897,McPherson County,38.580598,-97.67367,170.4,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","Under 1,000",Degree-granting,Rural: Remote,No,Active,32700,https://www.bethanylb.edu/,335 E Swensson St
156107,Wichita State University-Campus of Applied Sciences and Technology,Wichita,KS,67226,Sedgwick County,37.75764,-97.224151,170.6,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","5,000 - 9,999",Degree-granting,City: Large,No,Active,48620,www.wsutech.edu/,4004 N Webb Rd.
179195,Salem College of Hairstyling,Rolla,MO,65401,Phelps County,37.944067,-91.785219,170.8,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Town: Remote,No,Active,40620,www.centralandsalemcolleges.com/,"1051 Kings Hwy, Suite #1"
178411,Missouri University of Science and Technology,Rolla,MO,65409,Phelps County,37.954444,-91.77311,171.0,5,Outer MO+KS (150+ mi),"Public, 4-year or above",Public,Four-year or above,"Degree-granting, primarily baccalaureate or above","5,000 - 9,999",Degree-granting,Town: Remote,No,Active,40620,https://www.mst.edu/,"206 Parker Hall, 300 W.13th Street"
408066,Paul Mitchell the School-Wichita,Wichita,KS,67226-0000,Sedgwick County,37.741502,-97.2432,172.1,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,City: Large,No,Active,48620,paulmitchell.edu/wichita,3242 N. Rock Road Suite 106
155511,McPherson College,McPherson,KS,67460-1402,McPherson County,38.371422,-97.642996,172.7,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","Under 1,000",Degree-granting,Town: Remote,No,Active,32700,www.mcpherson.edu/,1600 E. Euclid
154855,Central Christian College of Kansas,McPherson,KS,67460-5740,McPherson County,38.357978,-97.668597,174.3,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","Under 1,000",Degree-granting,Town: Remote,No,Active,32700,https://www.centralchristian.edu/,1200 S Main
156125,Wichita State University,Wichita,KS,67260-0124,Sedgwick County,37.718882,-97.292361,175.2,5,Outer MO+KS (150+ mi),"Public, 4-year or above",Public,Four-year or above,"Degree-granting, primarily baccalaureate or above","10,000 - 19,999",Degree-granting,City: Large,No,Active,48620,www.wichita.edu/,1845 N. Fairmount
177542,Hannibal-LaGrange University,Hannibal,MO,63401,Marion County,39.729015,-91.39094,175.6,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","Under 1,000",Degree-granting,Town: Remote,No,Active,25300,www.hlg.edu/,2800 Palmyra Rd
499291,Galen Health Institutes-Wichita,Wichita,KS,67214-4923,Sedgwick County,37.696007,-97.299612,176.4,5,Outer MO+KS (150+ mi),"Private for-profit, 2-year",Private for-profit,Two-year,"Degree-granting, associate and certificates","Under 1,000",Degree-granting,City: Large,No,Active,48620,https://galencollege.edu/campuses/wichita,"551 N. Hillside Street, Suite 410"
177144,Culver-Stockton College,Canton,MO,63435-1299,Lewis County,40.128993,-91.529374,177.2,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","1,000 - 4,999",Degree-granting,Rural: Remote,No,Active,39500,https://www.culver.edu/,One College Hill
155353,Old Town Barber College,Wichita,KS,67211-1605,Sedgwick County,37.68586,-97.323179,177.9,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,City: Large,No,Active,48620,www.otbcollege.com/,1211 E Douglas
497693,Kansas Health Science University,Wichita,KS,67202,Sedgwick County,37.685373,-97.33594,178.5,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, graduate with no undergraduate","Under 1,000",Degree-granting,City: Large,No,Active,48620,https://kansascom.kansashsu.org/,217 E. Douglas Ave
155089,Friends University,Wichita,KS,67213,Sedgwick County,37.678459,-97.367048,180.1,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","1,000 - 4,999",Degree-granting,City: Large,No,Active,48620,www.friends.edu/,2100 W. University Ave.
155335,Newman University,Wichita,KS,67213-2097,Sedgwick County,37.672643,-97.37768,180.8,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","1,000 - 4,999",Degree-granting,City: Large,No,Active,48620,www.newmanu.edu/,3100 McCormick Ave
417503,Crave Beauty Academy,Wichita,KS,67203,Sedgwick County,37.684374,-97.387374,180.8,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,City: Large,No,Active,48620,www.cravebeautyacademy.com/,3804 W Douglas
156134,Wichita Technical Institute,Wichita,KS,67213-1927,Sedgwick County,37.656976,-97.371819,181.2,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,City: Large,No,Active,48620,www.wti.edu/,2051 South Meridian
457581,Eric Fisher Academy,Wichita,KS,67212,Sedgwick County,37.693713,-97.422011,182.1,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,City: Large,No,Active,48620,www.ericfisheracademy.com/,6727 W Central
155900,Southwestern College,Winfield,KS,67156-2499,Cowley County,37.248608,-96.975405,182.5,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","1,000 - 4,999",Degree-granting,Town: Distant,No,Active,11680,https://www.sckans.edu/,100 College Street
494898,WellSpring School of Allied Health-Wichita,Wichita,KS,67209,Sedgwick County,37.673622,-97.443119,183.8,5,Outer MO+KS (150+ mi),"Private for-profit, 2-year",Private for-profit,Two-year,"Degree-granting, associate and certificates","Under 1,000",Degree-granting,City: Large,No,Active,48620,www.wellspring.edu/,600 S Tyler Road
178697,College of the Ozarks,Point Lookout,MO,65726-0017,Taney County,36.616019,-93.238174,186.5,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","1,000 - 4,999",Degree-granting,Town: Distant,No,Active,14700,www.cofo.edu/,100 Opportunity Avenue
441487,Texas County Technical College,Houston,MO,65483,Texas County,37.300967,-91.964963,188.6,5,Outer MO+KS (150+ mi),"Private for-profit, 2-year",Private for-profit,Two-year,"Degree-granting, associate and certificates","Under 1,000",Degree-granting,Rural: Remote,No,Active,-2,www.texascountytech.edu/,6915 S Hwy 63
155593,Fort Hays Tech North Central,Beloit,KS,67420,Mitchell County,39.482419,-98.110826,190.7,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","Under 1,000",Degree-granting,Rural: Remote,No,Active,-2,www.fhtechnc.edu/,3033 US Highway 24
261773,Pike-Lincoln Technical Center,Eolia,MO,63344-0038,Pike County,39.245484,-91.019918,190.9,5,Outer MO+KS (150+ mi),"Public, less-than 2-year",Public,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Rural: Remote,No,Active,-2,pltc.edu/,342 Vo-Tech Rd
155195,Hutchinson Community College,Hutchinson,KS,67501,Reno County,38.068035,-97.92135,194.1,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","5,000 - 9,999",Degree-granting,Town: Distant,No,Active,26740,www.hutchcc.edu/,1300 N Plum St
154952,Cowley County Community College,Arkansas City,KS,67005,Cowley County,37.061668,-97.043075,194.4,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","1,000 - 4,999",Degree-granting,Town: Distant,No,Active,11680,www.cowley.edu/,125 S 2nd St
177436,Four Rivers Career Center,Washington,MO,63090-4235,Franklin County,38.547707,-91.020914,195.3,5,Outer MO+KS (150+ mi),"Public, less-than 2-year",Public,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Town: Distant,No,Active,41180,frcc.washington.k12.mo.us/,1978 Image Drive
461537,Evolve Beauty Academy,Washing,MO,63090,Franklin County,38.551723,-91.013977,195.6,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Town: Distant,No,Active,41180,evolvebeautyacademy.edu/,2 Wainwright St -100
177250,East Central College,Union,MO,63084,Franklin County,38.431845,-90.97809,199.4,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","1,000 - 4,999",Degree-granting,Town: Distant,No,Active,41180,www.eastcentral.edu/,1964 Prairie Dell Rd
455099,Urshan Graduate School of Theology,Wentzville,MO,63385,St. Charles County,38.808034,-90.830252,202.4,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, graduate with no undergraduate","Under 1,000",Degree-granting,Suburb: Large,No,Active,41180,https://urshan.edu/ugst,155 Urshan Way
494685,Urshan University,Wentzville,MO,63385,St. Charles County,38.808034,-90.830252,202.4,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","Under 1,000",Degree-granting,Suburb: Large,No,Active,41180,urshan.edu/,155 Urshan Way
155937,Sterling College,Sterling,KS,67579,Rice County,38.219937,-98.208644,205.1,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","Under 1,000",Degree-granting,Rural: Remote,No,Active,-2,www.sterling.edu/,125 W. Cooper
262031,St Charles Community College,Cottleville,MO,63376-0975,St. Charles County,38.759703,-90.641105,212.9,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","5,000 - 9,999",Degree-granting,Suburb: Large,No,Active,41180,www.stchas.edu/,4601 Mid Rivers Mall Dr
460996,The Salon Professional Academy-St Charles,St. Charles,MO,63301-1021,St. Charles County,38.788891,-90.538719,218.1,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Suburb: Large,No,Active,41180,tspastlouis.com/,3141 West Clay Street
177986,Logan University,Chesterfield,MO,63017,St. Louis County,38.63133,-90.542333,219.5,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","1,000 - 4,999",Degree-granting,Suburb: Large,No,Active,41180,https://www.logan.edu/,1851 Schoettler Rd
177968,Lindenwood University,Saint Charles,MO,63301-1695,St. Charles County,38.785425,-90.501286,220.2,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","5,000 - 9,999",Degree-granting,City: Small,No,Active,41180,https://www.lindenwood.edu/,209 S Kingshighway St
417637,Southern Missouri Technical Institute,West Plains,MO,65775,Howell County,36.738067,-91.856803,220.5,5,Outer MO+KS (150+ mi),"Public, less-than 2-year",Public,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Town: Remote,No,Active,48460,https://www.zizzers.org/,407 W. Thornburgh
